*******************************************************************************
Database: 11702002
Sequence: CG5-1702-002
File size: 179712
Database effective from 02 FEB 2017 to 02 MAR 2017
Report compiled on Monday Dec 25 2023
OneNav+ Version: 1.18.0
*******************************************************************************
HONEYWELL PROPRIETARY AND CONFIDENTIAL
COPYRIGHT © 2011-2023
HONEYWELL INTERNATIONAL INC.
UNPUBLISHED WORK. ALL RIGHTS RESERVED 
*******************************************************************************
Summary
-------------------------
Table Name,Record Count
Airports,97
Airways,2135
Airway Legs,17205
Alternates,0
Company Routes,0
Company Route Legs,0
FuelPolicy,8
Airline Policy,0
HoldingPatterns,0
Gates,0
GridMORA,0
Navaids,1131
NDBs,264
Procedures ,5146
Procedure Legs,21583
Runways,286
Waypoints,9082

Airports
-------------------------
Ident,RevCode,Latitude,Longitude,MagVar,Elevation,SpeedLimitCoded,SpeedLimit,SpeedLimitAltitude,TransAltitude,ProceduresExist,RunwaysExist,GatesExist,AlternatesExist,ICAO,MaxRunwayLength,SIDs,STARs,Approaches,EOSIDs
M749,B,LEMBI,WPT,N50-33-02.88,E014-52-52.61,,
M749,B,PIVES,WPT,N49-55-16.51,E015-08-47.70,,
M749,B,LOKVU,WPT,N48-52-28.99,E015-50-05.96,,
M749,B,*EOA*, ,,,,
M762,B,REXOD,WPT,N21-12-30.00,E061-38-30.01,,
M762,B,SUR,VOR,N22-32-47.94,E059-29-29.72,,
M762,B,DELSO,WPT,N22-56-05.96,E058-52-33.02,,
M762,B,ITURA,WPT,N23-23-51.04,E058-07-20.01,,
M762,B,ALMOG,WPT,N23-35-24.02,E057-49-40.02,,
M762,B,TAPRA,WPT,N24-26-06.96,E056-38-02.96,,
M762,B,VAXAS,WPT,N24-43-08.02,E056-18-07.02,,
M762,B,BUBIN,WPT,N24-57-42.00,E056-06-41.98,,
M762,B,*EOA*, ,,,,
M850,B,NEBSI,WPT,N58-54-17.93,E020-56-28.50,,
M850,B,RINEV,WPT,N57-54-21.97,E022-31-10.99,,
M850,B,RIA,VOR,N56-55-15.07,E023-57-54.70,,
M850,B,SORES,WPT,N56-36-07.02,E024-49-29.01,,
M850,B,TUSAS,WPT,N56-28-46.01,E025-10-18.02,,
M850,B,DUBIN,WPT,N55-48-46.00,E026-58-41.04,,
M850,B,KOMAP,WPT,N53-51-23.03,E028-42-46.97,,
M850,B,NASKA,WPT,N53-36-59.01,E028-54-53.02,,
M850,B,BAGAM,WPT,N52-47-11.00,E029-25-23.02,,
M850,B,GOMAD,WPT,N51-51-59.01,E029-57-53.98,,
M850,B,LASDA,WPT,N51-28-35.03,E030-15-42.01,,
M850,B,BASOR,WPT,N50-03-07.03,E030-50-00.00,,
M850,B,KOKUM,WPT,N49-49-07.03,E030-55-19.00,,
M850,B,TABAV,WPT,N49-24-17.01,E031-04-37.03,,
M850,B,MIMKO,WPT,N49-02-26.96,E031-12-34.04,,
M850,B,KOSNA,WPT,N48-26-54.00,E031-26-00.04,,
M850,B,AMKAB,WPT,N48-13-05.98,E031-30-19.98,,
M850,B,BOGMA,WPT,N47-57-18.00,E031-35-53.99,,
M850,B,RIMDA,WPT,N47-37-41.98,E031-50-47.98,,
M850,B,GONUS,WPT,N46-40-30.03,E032-30-29.99,,
M850,B,NITOK,WPT,N46-07-30.02,E032-54-29.96,,
M850,B,NOMPA,WPT,N45-35-44.01,E033-14-16.02,,
M850,B,NL,NDB,N44-58-01.97,E033-37-10.03,,
M850,B,*EOA*, ,,,,
M851,B,ALOLA,WPT,N59-15-36.30,E018-37-06.37,,
M851,B,APTUG,WPT,N59-19-35.61,E019-08-20.16,,
M851,B,NISIX,WPT,N59-19-07.03,E020-25-54.02,,
M851,B,OSTOT,WPT,N59-17-15.02,E022-10-42.99,,
M851,B,OSMUR,WPT,N59-14-56.98,E023-28-32.99,,
M851,B,*EOA*, ,,,,
M853,B,KUGOS,WPT,N42-46-49.97,E034-05-16.03,,
M853,B,REBKO,WPT,N43-14-34.96,E034-09-43.00,,
M853,B,DIPAS,WPT,N43-43-15.04,E034-14-22.02,,
M853,B,PIDIT,WPT,N43-47-40.00,E034-15-05.97,,
M853,B,INBAK,WPT,N44-22-19.97,E034-20-50.03,,
M853,B,ALINO,WPT,N44-40-32.02,E034-23-52.03,,
M853,B,SOGTA,WPT,N45-38-39.98,E034-43-05.03,,
M853,B,IPRUS,WPT,N46-32-50.02,E035-01-37.01,,
M853,B,ABDAR,WPT,N47-11-49.00,E035-15-21.01,,
M853,B,*DIS*0, ,,,,
M853,B,KHR,VOR,N49-55-44.09,E036-17-25.58,,
M853,B,NALEG,WPT,N50-18-47.98,E036-29-05.98,,
M853,B,*EOA*, ,,,,
M854,B,MOHNI,WPT,N59-53-49.01,E025-35-05.97,,
M854,B,LEMLA,WPT,N59-24-51.01,E025-40-44.00,,
M854,B,REGVI,WPT,N59-11-51.97,E025-42-34.00,,
M854,B,OSKAV,WPT,N58-42-04.00,E026-01-21.97,,
M854,B,GATVA,WPT,N57-34-29.96,E026-23-17.96,,
M854,B,DUBIN,WPT,N55-48-46.00,E026-58-41.04,,
M854,B,KUBIN,WPT,N54-35-17.02,E027-41-41.03,,
M854,B,TEDRO,WPT,N54-17-22.97,E027-51-47.04,,
M854,B,MNS,VOR,N53-53-03.99,E028-01-14.27,,
M854,B,LIMPO,WPT,N53-15-17.00,E028-18-29.00,,
M854,B,BABUN,WPT,N52-10-53.00,E028-46-53.00,,
M854,B,ABROK,WPT,N51-35-35.03,E029-01-54.02,,
M854,B,GOLKU,WPT,N50-35-01.99,E029-24-52.97,,
M854,B,SLV,VOR,N50-11-12.53,E029-34-12.47,,
M854,B,VESEL,WPT,N49-39-00.02,E029-41-42.98,,
M854,B,GOROS,WPT,N49-27-24.02,E029-45-30.01,,
M854,B,LIDNO,WPT,N48-43-36.98,E029-56-49.02,,
M854,B,LAMEX,WPT,N48-09-54.02,E030-05-18.00,,
M854,B,ODSAN,WPT,N47-09-28.02,E030-25-52.03,,
M854,B,ODS,VOR,N46-25-49.02,E030-40-14.97,,
M854,B,TARKA,WPT,N45-51-54.01,E031-06-00.00,,
M854,B,RASIL,WPT,N45-24-35.97,E031-25-00.02,,
M854,B,PERUN,WPT,N44-48-53.97,E031-50-18.01,,
M854,B,BOMKI,WPT,N44-32-05.97,E032-01-47.99,,
M854,B,IBROK,WPT,N44-12-24.00,E032-15-18.00,,
M854,B,ROPUT,WPT,N43-50-00.00,E032-30-05.97,,
M854,B,SUGUL,WPT,N43-07-06.00,E032-58-18.00,,
M854,B,SUMOL,WPT,N42-47-56.02,E033-10-52.01,,
M854,B,*EOA*, ,,,,
M856,B,OLAGO,WPT,N55-48-00.00,E030-29-23.00,,
M856,B,TEGLU,WPT,N55-30-05.99,E030-25-40.99,,
M856,B,VTB,VOR,N55-07-40.41,E030-21-35.80,,
M856,B,RUMIK,WPT,N54-27-36.00,E030-32-17.04,,
M856,B,LUBIN,WPT,N54-18-05.99,E030-34-59.02,,
M856,B,TADIG,WPT,N54-10-12.00,E030-37-05.01,,
M856,B,KOPON,WPT,N53-38-41.98,E030-45-28.98,,
M856,B,KEDUG,WPT,N53-29-18.00,E030-47-52.97,,
M856,B,DERAD,WPT,N53-24-53.97,E030-49-04.96,,
M856,B,MAMIN,WPT,N52-57-29.98,E030-56-10.98,,
M856,B,GOL,VOR,N52-32-00.64,E030-59-49.90,,
M856,B,LOVIK,WPT,N52-05-00.00,E031-00-54.02,,
M856,B,KUVAL,WPT,N51-48-46.97,E031-00-25.98,,
M856,B,TUVOG,WPT,N50-56-47.01,E030-58-39.99,,
M856,B,BRP,VOR,N50-17-08.48,E030-54-03.52,,
M856,B,BASOR,WPT,N50-03-07.03,E030-50-00.00,,
M856,B,SULUM,WPT,N49-33-28.01,E030-41-32.99,,
M856,B,RUBOS,WPT,N49-11-38.97,E030-41-05.02,,
M856,B,GOBLI,WPT,N48-05-17.01,E030-39-41.98,,
M856,B,ODS,VOR,N46-25-49.02,E030-40-14.97,,
M856,B,PERED,WPT,N45-55-40.03,E030-51-47.03,,
M856,B,ULGEK,WPT,N45-43-47.04,E030-56-14.00,,
M856,B,DIGAM,WPT,N45-15-29.98,E031-06-42.02,,
M856,B,LAROM,WPT,N44-18-36.03,E031-26-36.04,,
M856,B,ROMOK,WPT,N43-28-23.99,E031-43-42.04,,
M856,B,RAKUR,WPT,N42-47-56.02,E031-56-51.97,,
M856,B,*EOA*, ,,,,
M857,1,BALTI,WPT,N59-54-15.04,E025-15-06.00,,
M857,1,INTOR,WPT,N59-49-40.04,E025-11-12.02,,
M857,1,BEKNA,WPT,N59-31-40.04,E024-56-04.98,,
M857,1,TLL,VOR,N59-24-40.81,E024-50-18.37,,
M857,1,KUNUX,WPT,N58-55-52.01,E024-39-43.01,,
M857,1,KEMET,WPT,N58-43-21.01,E024-35-13.03,,
M857,1,ANAMA,WPT,N58-24-59.00,E024-28-42.00,,
M857,1,SOKVA,WPT,N57-54-00.03,E024-17-57.99,,
M857,1,RIGSO,WPT,N57-26-06.00,E024-08-18.01,,
M857,1,RIA,VOR,N56-55-15.07,E023-57-54.70,,
M857,1,ATRAK,WPT,N56-35-28.01,E023-50-35.01,,
M857,1,GUNTA,WPT,N56-22-16.99,E023-45-19.99,,
M857,1,INBOV,WPT,N55-26-18.03,E023-24-35.99,,
M857,1,VAKAL,WPT,N54-52-10.97,E023-12-29.02,,
M857,1,BOKSU,WPT,N54-18-27.00,E023-03-33.00,,
M857,1,SUW,VOR,N54-04-11.02,E022-54-00.98,,
M857,1,UNPEG,WPT,N53-15-25.04,E022-35-43.98,,
M857,1,BULEP,WPT,N52-46-16.00,E022-25-08.00,,
M857,1,XESNA,WPT,N52-25-33.01,E022-17-44.99,,
M857,1,GERVI,WPT,N52-09-18.99,E022-12-03.01,,
M857,1,VAXUR,WPT,N51-48-32.99,E022-05-55.01,,
M857,1,SUMAM,WPT,N51-36-37.98,E022-02-26.98,,
M857,1,EGLON,WPT,N51-25-00.00,E021-59-04.98,,
M857,1,VENES,WPT,N51-08-56.00,E021-54-38.01,,
M857,1,LODBO,WPT,N51-02-34.01,E021-52-51.02,,
M857,1,OBOSO,WPT,N50-37-00.03,E021-45-45.00,,
M857,1,PODAN,WPT,N49-24-45.97,E021-26-21.03,,
M857,1,*EOA*, ,,,,
M857,2,BALTI,WPT,N59-54-15.04,E025-15-06.00,,
M857,2,INTOR,WPT,N59-49-40.04,E025-11-12.02,,
M857,2,BEKNA,WPT,N59-31-40.04,E024-56-04.98,,
M857,2,TLL,VOR,N59-24-40.81,E024-50-18.37,,
M857,2,KUNUX,WPT,N58-55-52.01,E024-39-43.01,,
M857,2,KEMET,WPT,N58-43-21.01,E024-35-13.03,,
M857,2,ANAMA,WPT,N58-24-59.00,E024-28-42.00,,
M857,2,SOKVA,WPT,N57-54-00.03,E024-17-57.99,,
M857,2,RIGSO,WPT,N57-26-06.00,E024-08-18.01,,
M857,2,RIA,VOR,N56-55-15.07,E023-57-54.70,,
M857,2,ATRAK,WPT,N56-35-28.01,E023-50-35.01,,
M857,2,GUNTA,WPT,N56-22-16.99,E023-45-19.99,,
M857,2,INBOV,WPT,N55-26-18.03,E023-24-35.99,,
M857,2,VAKAL,WPT,N54-52-10.97,E023-12-29.02,,
M857,2,BOKSU,WPT,N54-18-27.00,E023-03-33.00,,
M857,2,SUW,VOR,N54-04-11.02,E022-54-00.98,,
M857,2,NORNO,WPT,N53-46-36.98,E022-47-20.99,,
M857,2,UNPEG,WPT,N53-15-25.04,E022-35-43.98,,
M857,2,BULEP,WPT,N52-46-16.00,E022-25-08.00,,
M857,2,XESNA,WPT,N52-25-33.01,E022-17-44.99,,
M857,2,GERVI,WPT,N52-09-18.99,E022-12-03.01,,
M857,2,VAXUR,WPT,N51-48-32.99,E022-05-55.01,,
M857,2,SUMAM,WPT,N51-36-37.98,E022-02-26.98,,
M857,2,EGLON,WPT,N51-25-00.00,E021-59-04.98,,
M857,2,VENES,WPT,N51-08-56.00,E021-54-38.01,,
M857,2,LODBO,WPT,N51-02-34.01,E021-52-51.02,,
M857,2,OBOSO,WPT,N50-37-00.03,E021-45-45.00,,
M857,2,PODAN,WPT,N49-24-45.97,E021-26-21.03,,
M857,2,*EOA*, ,,,,
M860,B,XIMBA,WPT,N51-39-20.98,E021-25-40.01,,
M860,B,EGLON,WPT,N51-25-00.00,E021-59-04.98,,
M860,B,ROLKA,WPT,N50-24-14.97,E023-49-31.97,,
M860,B,KOVUS,WPT,N50-08-32.01,E024-14-29.03,,
M860,B,GORKU,WPT,N49-36-19.04,E025-04-19.98,,
M860,B,PEMIR,WPT,N49-16-56.00,E025-33-17.98,,
M860,B,INROG,WPT,N48-24-53.03,E026-48-46.00,,
M860,B,ERADA,WPT,N47-26-20.97,E028-12-10.02,,
M860,B,NETED,WPT,N47-06-51.98,E028-38-57.00,,
M860,B,KIV,VOR,N46-55-33.67,E028-54-16.17,,
M860,B,ANEDO,WPT,N46-21-48.00,E029-41-31.01,,
M860,B,DIGAM,WPT,N45-15-29.98,E031-06-42.02,,
M860,B,BOMKI,WPT,N44-32-05.97,E032-01-47.99,,
M860,B,NEVKA,WPT,N44-09-27.03,E032-28-34.97,,
M860,B,TUNSA,WPT,N43-55-24.02,E032-45-30.00,,
M860,B,ABRAN,WPT,N43-37-02.01,E033-07-19.97,,
M860,B,KUGOS,WPT,N42-46-49.97,E034-05-16.03,,
M860,B,*EOA*, ,,,,
M861,B,GRD,VOR,N53-36-27.50,E024-03-21.38,,
M861,B,OGREL,WPT,N53-08-47.99,E024-27-01.04,,
M861,B,SOMAT,WPT,N51-55-44.03,E025-22-15.04,,
M861,B,RELNO,WPT,N50-56-14.03,E026-04-51.01,,
M861,B,ODESU,WPT,N49-02-58.02,E027-20-39.04,,
M861,B,UNDOL,WPT,N48-27-07.98,E027-43-17.98,,
M861,B,NERIS,WPT,N47-30-14.02,E028-27-58.01,,
M861,B,KIV,VOR,N46-55-33.67,E028-54-16.17,,
M861,B,TUVAP,WPT,N46-28-08.99,E029-19-40.97,,
M861,B,BIRMA,WPT,N44-58-48.01,E030-33-42.01,,
M861,B,BABIN,WPT,N44-25-30.00,E031-00-00.02,,
M861,B,ROMOK,WPT,N43-28-23.99,E031-43-42.04,,
M861,B,RAKUR,WPT,N42-47-56.02,E031-56-51.97,,
M861,B,*EOA*, ,,,,
M863,B,POLON,WPT,N51-48-00.00,E019-39-21.99,,
M863,B,ASLUX,WPT,N52-19-14.03,E022-09-38.02,,
M863,B,ETUBO,WPT,N52-28-08.97,E022-57-45.00,,
M863,B,RUDKA,WPT,N52-51-04.98,E023-55-18.97,,
M863,B,GOVIK,WPT,N53-36-05.02,E026-49-23.00,,
M863,B,MNS,VOR,N53-53-03.99,E028-01-14.27,,
M863,B,BERIS,WPT,N54-04-23.00,E028-54-29.00,,
M863,B,SODKO,WPT,N54-11-00.00,E029-26-28.99,,
M863,B,UMOSI,WPT,N54-22-13.03,E030-23-04.02,,
M863,B,ASKIL,WPT,N54-30-11.97,E031-05-05.00,,
M863,B,*EOA*, ,,,,
M864,B,NINTA,WPT,N56-13-43.60,E018-17-08.34,,
M864,B,ADAXA,WPT,N56-17-52.03,E018-53-53.99,,
M864,B,LASMA,WPT,N56-26-07.03,E020-12-54.98,,
M864,B,LEP,VOR,N56-30-45.97,E021-05-04.98,,
M864,B,GOBEK,WPT,N56-33-50.98,E022-31-55.02,,
M864,B,KOMAL,WPT,N56-34-39.03,E023-05-35.97,,
M864,B,ATRAK,WPT,N56-35-28.01,E023-50-35.01,,
M864,B,SORES,WPT,N56-36-07.02,E024-49-29.01,,
M864,B,SAKTA,WPT,N56-34-32.00,E025-16-02.01,,
M864,B,ALMIK,WPT,N56-29-00.00,E026-38-32.03,,
M864,B,IGORO,WPT,N56-21-35.97,E028-12-00.00,,
M864,B,*EOA*, ,,,,
M865,B,TIGNU,WPT,N55-36-12.99,E019-50-17.97,,
M865,B,BATKU,WPT,N55-27-32.96,E026-33-03.96,,
M865,B,LEGSI,WPT,N55-15-54.03,E028-55-34.97,,
M865,B,KODON,WPT,N55-14-24.03,E029-10-52.98,,
M865,B,VTB,VOR,N55-07-40.41,E030-21-35.80,,
M865,B,*DIS*0, ,,,,
M865,B,ROE,VOR,N55-03-56.09,E014-45-31.30,,
M865,B,LARMA,WPT,N55-16-28.01,E016-30-05.97,,
M865,B,LATMI,WPT,N55-26-55.03,E018-10-02.01,,
M865,B,*EOA*, ,,,,
M869,B,MADAG,WPT,N56-22-49.97,E012-00-49.01,,
M869,B,IBREK,WPT,N56-23-29.99,E012-13-56.01,,
M869,B,VEDEN,WPT,N56-31-54.03,E018-52-35.97,,
M869,B,LUKED,WPT,N56-31-06.99,E020-05-34.98,,
M869,B,LEP,VOR,N56-30-45.97,E021-05-04.98,,
M869,B,VALED,WPT,N56-43-11.03,E022-27-42.96,,
M869,B,RIA,VOR,N56-55-15.07,E023-57-54.70,,
M869,B,BARVA,WPT,N56-51-13.98,E025-32-48.00,,
M869,B,BETAL,WPT,N56-49-08.99,E026-28-10.04,,
M869,B,OPOKA,WPT,N56-45-05.97,E027-54-06.01,,
M869,B,*EOA*, ,,,,
M870,B,NEKET,WPT,N58-18-16.00,E020-34-43.02,,
M870,B,RUTEK,WPT,N57-54-21.97,E021-08-58.03,,
M870,B,MILTA,WPT,N57-41-16.98,E021-27-18.97,,
M870,B,TENSI,WPT,N57-03-46.99,E022-18-19.98,,
M870,B,KOMAL,WPT,N56-34-39.03,E023-05-35.97,,
M870,B,BERIL,WPT,N56-21-47.02,E023-25-35.01,,
M870,B,NIVSA,WPT,N55-25-12.99,E024-32-56.99,,
M870,B,IKAMU,WPT,N55-20-40.30,E024-38-12.47,,
M870,B,DUKAT,WPT,N54-28-17.02,E025-36-54.96,,
M870,B,*EOA*, ,,,,
M872,B,CERVI,WPT,N45-58-11.98,E007-32-42.97,,
M872,B,GARLO,WPT,N45-52-27.99,E007-45-00.99,,
M872,B,OMETO,WPT,N45-44-11.99,E008-02-34.03,,
M872,B,BOTAL,WPT,N45-08-01.02,E009-07-21.98,,
M872,B,EKDIR,WPT,N44-12-16.97,E010-42-35.99,,
M872,B,FRZ,VOR,N44-01-38.21,E011-00-12.50,,
M872,B,VABMO,WPT,N43-55-18.00,E011-37-26.97,,
M872,B,BAGNO,WPT,N43-53-25.99,E011-48-07.97,,
M872,B,PIDEP,WPT,N43-49-03.97,E012-13-03.02,,
M872,B,LIKNO,WPT,N43-47-37.99,E012-20-54.00,,
M872,B,GUBIN,WPT,N43-29-13.04,E012-46-26.98,,
M872,B,ERDON,WPT,N43-17-41.98,E013-02-12.02,,
M872,B,NORKI,WPT,N43-04-47.03,E013-19-42.98,,
M872,B,GUDPO,WPT,N42-48-29.00,E013-41-34.02,,
M872,B,AMGOK,WPT,N42-39-17.99,E013-53-46.02,,
M872,B,PES,VOR,N42-26-09.06,E014-11-03.53,,
M872,B,URIPI,WPT,N41-52-32.98,E015-11-04.97,,
M872,B,DIVKU,WPT,N41-30-00.00,E015-50-16.00,,
M872,B,LUXIL,WPT,N40-49-09.00,E016-52-15.01,,
M872,B,MOKTO,WPT,N40-36-51.98,E017-10-26.99,,
M872,B,GRT,NDB,N40-26-45.51,E017-25-19.74,,
M872,B,*DIS*0, ,,,,
M872,B,ASKIM,WPT,N26-17-26.02,E048-42-34.03,,
M872,B,DELMU,WPT,N26-18-53.00,E049-03-22.97,,
M872,B,KFA,VOR,N26-21-52.99,E049-49-09.97,,
M872,B,EMOLO,WPT,N26-35-59.01,E050-05-25.99,,
M872,B,ROTEL,WPT,N26-40-15.01,E050-21-49.05,,
M872,B,*EOA*, ,,,,
M874,B,KRAKI,WPT,N54-56-28.98,E022-44-05.01,,
M874,B,ELEKA,WPT,N54-48-01.61,E024-41-20.11,,
M874,B,LAVAR,WPT,N54-41-28.96,E025-44-12.03,,
M874,B,KUREN,WPT,N54-40-16.97,E026-49-47.02,,
M874,B,NELOK,WPT,N54-34-06.03,E029-48-28.99,,
M874,B,ASKIL,WPT,N54-30-11.97,E031-05-05.00,,
M874,B,*EOA*, ,,,,
M875,B,BUTOP,WPT,N29-19-44.83,E075-23-56.32,,
M875,B,GUGAL,WPT,N30-14-30.01,E073-57-57.03,,
M875,B,NIKET,WPT,N30-40-54.98,E073-15-30.02,,
M875,B,JHANG,WPT,N31-16-00.00,E072-17-57.98,,
M875,B,DI,VOR,N31-54-45.52,E070-53-08.44,,
M875,B,SHEBA,WPT,N32-08-18.01,E070-43-35.03,,
M875,B,TOLSA,WPT,N32-22-00.00,E070-33-52.97,,
M875,B,SAJAN,WPT,N32-38-18.03,E070-22-11.02,,
M875,B,SITAX,WPT,N33-05-00.00,E070-02-59.03,,
M875,B,BOXUD,WPT,N33-31-31.99,E069-46-12.03,,
M875,B,KODAD,WPT,N34-06-59.00,E069-24-05.99,,
M875,B,TAPIS,WPT,N34-31-00.00,E069-09-00.03,,
M875,B,DOSHI,WPT,N35-36-00.00,E068-26-30.01,,
M875,B,KHOLM,WPT,N36-43-00.02,E067-41-00.00,,
M875,B,AMDAR,WPT,N37-12-30.00,E067-20-36.02,,
M875,B,*EOA*, ,,,,
M877,B,VUSET,WPT,N23-55-39.98,E059-08-11.97,,
M877,B,ITILA,WPT,N23-40-55.03,E058-48-17.02,,
M877,B,KUSRA,WPT,N23-24-26.03,E058-26-10.99,,
M877,B,*EOA*, ,,,,
M881,B,DI,VOR,N31-54-45.52,E070-53-08.44,,
M881,B,FIRPO,WPT,N32-16-09.99,E070-47-05.99,,
M881,B,JAMAN,WPT,N32-38-04.98,E070-40-52.96,,
M881,B,ADINA,WPT,N32-56-05.98,E070-35-46.99,,
M881,B,LAJAK,WPT,N33-55-59.00,E070-29-58.99,,
M881,B,SURVI,WPT,N35-06-05.98,E070-25-12.01,,
M881,B,NIPIR,WPT,N37-05-30.00,E070-30-00.00,,
M881,B,EGPAN,WPT,N38-25-00.00,E070-44-00.00,,
M881,B,*EOA*, ,,,,
M890,B,CHG,VOR,N30-40-02.99,E076-48-20.98,,
M890,B,LAKET,WPT,N31-06-59.17,E075-28-56.19,,
M890,B,SAMAR,WPT,N31-20-48.03,E074-33-57.02,,
M890,B,*EOA*, ,,,,
M92,B,DOLUN,WPT,N56-49-36.03,E027-28-04.99,,
M92,B,SOKVA,WPT,N57-54-00.03,E024-17-57.99,,
M92,B,OSLAX,WPT,N58-01-58.97,E023-52-53.97,,
M92,B,VATOS,WPT,N58-27-29.01,E022-29-44.01,,
M92,B,NEBSI,WPT,N58-54-17.93,E020-56-28.50,,
M92,B,DIGOX,WPT,N59-06-56.03,E019-36-10.03,,
M92,B,ALOLA,WPT,N59-15-36.30,E018-37-06.37,,
M92,B,*EOA*, ,,,,
M977,B,SUW,VOR,N54-04-11.02,E022-54-00.98,,
M977,B,EVODO,WPT,N53-17-38.99,E022-55-45.03,,
M977,B,BESOT,WPT,N52-55-17.97,E022-56-40.03,,
M977,B,ETUBO,WPT,N52-28-08.97,E022-57-45.00,,
M977,B,DISBI,WPT,N52-03-59.03,E022-58-41.00,,
M977,B,SOVUR,WPT,N51-21-06.99,E023-00-18.02,,
M977,B,BALBA,WPT,N50-51-41.96,E023-01-23.99,,
M977,B,OSMAT,WPT,N50-14-33.99,E023-02-44.02,,
M977,B,DIBED,WPT,N49-53-18.01,E023-03-29.98,,
M977,B,SVITA,WPT,N49-04-41.99,E023-11-05.98,,
M977,B,RUMUK,WPT,N48-01-36.01,E023-20-35.99,,
M977,B,VAMES,WPT,N47-20-48.03,E023-33-39.97,,
M977,B,REBLA,WPT,N46-45-36.00,E023-44-40.98,,
M977,B,AMLAV,WPT,N44-09-43.02,E029-45-57.98,,
M977,B,ADINA,WPT,N43-48-11.98,E030-30-18.00,,
M977,B,*EOA*, ,,,,
M978,B,GISOS,WPT,N35-00-16.98,E029-00-21.01,,
M978,B,VAXOS,WPT,N34-59-35.03,E029-20-03.98,,
M978,B,AMONO,WPT,N34-58-20.02,E029-52-12.01,,
M978,B,TOSKA,WPT,N34-58-00.02,E030-00-00.00,,
M978,B,*EOA*, ,,,,
M983,B,TADUN,WPT,N51-54-05.00,E024-41-17.02,,
M983,B,DOMAN,WPT,N52-33-04.98,E024-50-29.03,,
M983,B,BESAK,WPT,N53-15-44.97,E024-59-21.03,,
M983,B,SOGBI,WPT,N54-12-47.04,E025-11-45.00,,
M983,B,VNO,VOR,N54-38-09.82,E025-17-37.10,,
M983,B,TAGOL,WPT,N55-28-16.99,E025-13-17.01,,
M983,B,LUNIT,WPT,N56-10-31.02,E025-09-30.98,,
M983,B,GEKLI,WPT,N57-16-43.02,E025-03-02.04,,
M983,B,DOLAT,WPT,N58-00-38.01,E024-59-01.03,,
M983,B,TUNSI,WPT,N58-22-35.01,E025-04-33.04,,
M983,B,ARSAM,WPT,N59-26-50.98,E025-21-24.98,,
M983,B,MOHNI,WPT,N59-53-49.01,E025-35-05.97,,
M983,B,*EOA*, ,,,,
M984,B,LUMIT,WPT,N55-42-24.01,E029-29-23.03,,
M984,B,LEGSI,WPT,N55-15-54.03,E028-55-34.97,,
M984,B,UDRIK,WPT,N54-34-43.03,E027-47-41.00,,
M984,B,ELMAM,WPT,N54-11-46.01,E027-11-17.99,,
M984,B,OSMUS,WPT,N53-53-40.99,E026-43-21.02,,
M984,B,NAVNU,WPT,N52-35-27.97,E024-08-41.03,,
M984,B,VALOL,WPT,N52-13-28.96,E023-27-59.00,,
M984,B,LETKI,WPT,N52-11-17.03,E023-24-15.99,,
M984,B,ULGOS,WPT,N51-12-55.00,E021-22-18.01,,
M984,B,KOTEK,WPT,N50-38-50.03,E020-15-03.99,,
M984,B,RODAK,WPT,N50-36-23.03,E020-09-46.03,,
M984,B,IBEKA,WPT,N50-01-39.97,E018-56-30.03,,
M984,B,TUSIN,WPT,N49-50-51.01,E018-34-21.99,,
M984,B,HLV,NDB,N49-19-22.31,E017-31-42.27,,
M984,B,MIKOV,WPT,N48-47-05.09,E016-37-15.62,,
M984,B,*DIS*0, ,,,,
M984,B,DETSA,WPT,N46-48-09.03,E012-16-51.98,,
M984,B,BAKOR,WPT,N46-36-32.03,E011-43-43.01,,
M984,B,NAXAV,WPT,N46-27-49.99,E011-19-20.02,,
M984,B,RENTA,WPT,N46-18-19.98,E010-51-49.00,,
M984,B,ATPED,WPT,N46-09-14.99,E010-25-48.99,,
M984,B,LUSIL,WPT,N46-02-35.01,E010-07-00.01,,
M984,B,RODRU,WPT,N45-40-14.99,E009-23-36.00,,
M984,B,EVANO,WPT,N45-20-15.03,E008-45-38.97,,
M984,B,NEDED,WPT,N44-41-37.99,E008-08-25.97,,
M984,B,VAMTU,WPT,N44-08-44.00,E007-37-31.02,,
M984,B,*EOA*, ,,,,
M985,1,MALUG,WPT,N46-42-22.04,E012-35-51.00,,
M985,1,VESAL,WPT,N46-23-24.02,E011-42-58.98,,
M985,1,ALESE,WPT,N46-16-29.98,E011-24-14.02,,
M985,1,SUMIR,WPT,N46-15-31.96,E011-21-34.97,,
M985,1,DIBAX,WPT,N46-06-58.96,E011-03-51.04,,
M985,1,TAGIP,WPT,N45-56-00.97,E010-41-23.99,,
M985,1,NESTI,WPT,N45-48-14.00,E010-25-37.01,,
M985,1,OSKOR,WPT,N45-38-56.97,E010-07-00.01,,
M985,1,GIBLO,WPT,N45-21-30.04,E009-52-00.00,,
M985,1,ROBAS,WPT,N45-11-37.01,E009-43-34.03,,
M985,1,MONEB,WPT,N44-37-34.96,E009-15-01.99,,
M985,1,GEN,VOR,N44-25-27.99,E009-04-56.37,,
M985,1,DORAV,WPT,N44-19-34.97,E008-51-07.96,,
M985,1,ABN,NDB,N44-03-21.49,E008-13-15.57,,
M985,1,NOSTA,WPT,N43-49-09.99,E007-45-18.99,,
